0766d9ee-1213-4da0-b0d4-e2e3b2ae54d3_650933530	es
076ebdd8-da13-484c-b089-81a1fb6a7d94_795693338	zh
07bbd79a-413c-462f-a013-cbb3674a24f4_12803288	es
07caf3d3-173b-4074-a942-ef2285329549_134523866	zh
07e3001d-02e9-4fd6-93c5-297d45a1360e_498790439	ru
07f85265-4eea-45bf-9e8d-79c6b9844d45_234597718	zh
08014edf-3735-4f26-9ef4-f6f0dc7249c4_293972834	zh
08123e8b-8277-4c25-8431-26b190f7b971_376557993	zh
082d59ea-979c-4cf5-903b-bc91d6561f31_616472104	zh
082d59ea-979c-4cf5-903b-bc91d6561f31_73659171	es
083b3594-5be6-4ab3-b706-0b157885ca04_1053848547	zh
083b3594-5be6-4ab3-b706-0b157885ca04_42638935	zh
08473cf5-9e08-44ff-815f-a703ad8475c3_497024885	es
085080d0-3f58-435c-863d-300c509d37ed_371759369	ru
08513efb-f585-43cf-80c9-6a72d864444a_511457039	zh
087a60b6-e08f-4a18-9413-89388ed2a6a7_87021798	zh
0885ab7a-fd9f-459e-9967-20e9d6a44418_384800966	en
089b8f37-f743-4744-8d81-4545ba175863_607634760	es
089eed5c-5e76-4670-903c-8ecd277993bf_261011662	en
08bf5561-f112-47d8-ae82-2041a9b4fc15_858430865	es
08c5ca7b-d393-4bf8-b5cc-08fa53e33540_161504289	en
08ca84c5-4b2b-4d9d-9e09-ebe27cf1cf28_985384924	es
08e56be8-bc6f-4425-87d4-aedb4c7ad5e1_1046437195	es
08effe59-1b22-4c30-b5f7-c4fa4b1d75f2_263969436	ru
08fdb39e-0e42-430d-9f24-5553e27ff75f_244610893	es
08fdee9f-2b65-4f21-adc0-5b2620d6e2c7_179861156	en
0907a7f8-7d63-4490-8c90-cc6dd718be29_268508116	en
0917cfa5-9192-4524-812b-5dfddc861211_106828966	en
09558504-c685-4ee0-8005-b56fb3173565_886090176	en
097112db-5dca-4a6c-9f6b-a638357d6d26_737230928	es
09887dcf-8df7-4f1e-b60b-875b3d1bd775_576805776	es
09956187-3394-4e0d-952a-2f62bd4103cb_200226784	ru
09979827-280d-4f0b-96b7-7b7b417a316b_7956144	es
09988b08-2d95-4b5d-be29-da19108fb26d_172954742	ru
09b1ea9c-dabb-45ed-87ff-9a078558f65a_364855375	en
09c853f3-75f1-45c0-8bbd-b9026dcc5bcf_871271413	ru
09cbaa0c-5e42-4814-a1a1-3e28d939b1c4_215109534	zh
09cbaa0c-5e42-4814-a1a1-3e28d939b1c4_220766229	ru
09d92795-1631-4e65-bac3-c5d09870b930_31546174	ru
09d9c86e-c1f6-4cdf-84da-a112c9128fa9_242326369	en
09ef20ac-9621-4ee7-8df0-088c6c4e814b_173793809	en
0a13922b-0ee9-4f76-8fb7-e2ddb40ec980_786232117	zh
0a1bea4c-a897-4f33-9d59-ba918370d616_747989420	zh
0a2663e5-8a14-4159-a22b-e8c8727626ac_600825741	en
0a4440b0-8a25-4321-83c2-b5902428af30_752631750	en
0a4d4075-6ba3-4874-88a4-35473c36272a_398495235	zh
0a579425-83c5-4d23-a655-eacea861cb04_973241303	es
0a79ec88-27dd-407d-bbdc-1f171b88fa69_694406441	zh
0a7e0327-5c09-47de-a5d9-a42fdb8c7128_1037360683	ru
0a834cc4-71c5-4e25-abfe-965d35c92aa7_246951833	ru
0a834cc4-71c5-4e25-abfe-965d35c92aa7_906594626	en
0a8c8673-db10-432c-ab42-f723753b1db2_305748908	zh
0aaa9b9c-6b10-4080-9c86-161429f3596c_582600640	zh
0ab5384e-2abc-462a-9271-d6150531f06d_10387220	en
0abd9458-6142-4057-bc7a-29dfd65950b6_815011590	en
0acc7ee6-ad45-420d-a1e6-c5de4414c5f6_851300060	en
0ad79083-85ad-4b4f-b5a0-38a2ba01eb00_411745037	es
0ae34bdb-0670-4c0a-9d64-51b9356d469b_516672060	ru
0ae40269-bc69-41fb-b3a7-4c5a647dfb4a_711269666	en
0ae40269-bc69-41fb-b3a7-4c5a647dfb4a_803912004	ru
0afb56d0-0a60-47db-b20f-2f07948df74f_629397371	en
0b0671ac-124f-4f55-83c1-326ad97f95da_1001577350	en
0b094b42-59fb-428c-ae72-cce9d264a029_293934798	zh
0b0a6638-7cfb-483c-bf6d-bc4b844b884a_600793643	zh
0b26e636-48c5-425f-ae92-ba9159615cdd_874408070	zh
0b355931-0713-4d9e-9d44-8fb722aa6392_808759219	zh
0b42e591-82e2-48f1-a7f7-7924daca0e0a_557452025	es
0b465838-eea7-4a21-a67d-1857decbc51a_738956101	en
0b545b7a-f932-42ee-975e-fcd7e631c3b8_82688844	zh
0b59945f-7221-4345-ab05-c4b5c8910445_801181077	en
0b7f5a77-3732-4e48-981a-07a895704ad5_296632374	ru
0b88bf67-dad3-4adc-9888-12ed034b60b9_134364288	en
0b939999-07ca-44ec-9b4e-60ad2f459051_823082186	es
0b9932da-8c3e-489e-b205-0ea66baec08c_870381519	en
0ba49cd8-a406-4235-b237-49a3230a77e1_416493310	en
0ba7e934-3efe-403a-9f7c-99a4248e3207_998332479	es
0bbb3a6d-543a-4050-b656-89826f67718d_350867671	en
0bc3feb3-0651-4076-a84a-081ffaaa32d2_804924755	en
0bc41060-8bd7-4ca0-bff1-53e5094bc461_931681379	es
0bc8c9b6-9ddc-4d0a-8bdd-d46457edd9fd_79841161	es
0bcb8ed9-45bd-4f26-8581-82bf31a23a4d_486653520	ru
0bde128f-61c2-449d-847e-3a5abe7e7c74_811312870	zh
0bf0d21b-9f73-4709-a870-08194da48203_506824889	en
0c095815-797f-45b2-8c14-75f8b1831f37_477097037	en
0c102999-1b5a-45ce-b5dc-6e883bc91c60_743767585	en
0c2e08c1-cfc4-4136-ab79-337e93c9a10d_314708690	en
0c2e5211-67b7-43f4-ab79-f87555152fbe_501530076	en
0c3257a4-2e50-4226-8b13-e5a7d89d612e_801730157	en
0c32d554-c75e-4a6a-a64b-cb79416652f4_95222448	en
0c567eab-4175-42bc-9fce-5ad7e0e56e77_109953628	en
0c5b4422-161c-418c-851e-c0d4b3a8542f_831276578	en
0c658af2-513b-478f-a524-aac65081926c_512445037	es
0c65db26-774d-4626-8d03-fc6e4d9d0d4e_170472451	es
0c67e13a-086e-4dcd-ba68-7c8c596577a2_98085749	en
0c6da792-740c-4e03-ba3c-fe58ec29a009_931319705	es
0c807e00-49d4-4d11-9f61-28bd7d910b30_508237690	en
0c8dab92-58e0-4ed3-8464-27b4ba697a64_703878688	en
0c8dfac0-63d0-4a17-9d88-99ae181fd1b0_661514272	ru
0c92f952-651c-474b-af00-e0dfebf6ad67_1002925676	zh
0c9edf97-e549-4983-b212-9a3241a616ea_1027347338	zh
0cb5d3a1-624e-467b-9986-c257f7460d79_877968185	en
0ccabd0b-8c64-448d-baad-913d71e43ba0_677248181	es
0cd35e1f-2fef-4d09-a17f-1fe4d6d21d99_951263659	zh
0ceb3baa-57b1-4a09-9b6e-151d6ecc9824_1021948439	es
0ceb3baa-57b1-4a09-9b6e-151d6ecc9824_948388635	en
0ceedb01-ac8d-4b4b-ab66-99ea213e03f9_560296062	en
0d31f5a0-0774-47a3-a7ac-38a9fce4e50e_273104556	en
0d60b95c-2336-43e8-b439-3dd11ba56c07_672888932	en
0d668e62-0694-47ba-8f25-be3b5b7f1572_954510211	zh
0d6d1040-94d4-48fd-9e88-7c7b3647a5a7_874958975	ru
0d79b1be-9922-43be-ba3e-ebb5a1da9243_824013881	en
0da36fd8-ab33-4531-8c69-4a05082d2b69_270457163	zh
0daa652b-cd64-4007-8efe-e4f96f6ffeb7_622148923	en
0db794c9-ee8a-496c-9328-326df3ba2f21_233280983	zh
0dd0a2f6-e14c-4ebd-8181-fdb5c6c6cc59_82951914	en
0de0133f-5479-4c3c-be6c-9b7630e8e37a_302736325	es
0dfbe717-d172-48ff-8d57-3586f4118535_144385883	en
0e03aa71-9fa6-4d45-822f-96fb9be2b2c3_607453423	ru
0e03aa71-9fa6-4d45-822f-96fb9be2b2c3_862970170	zh
0e1604a1-3174-40b0-b042-fbcda4373591_421216531	es
0e1604a1-3174-40b0-b042-fbcda4373591_845976803	zh
0e20e3bf-3c75-4597-80f1-94a70e045442_222170759	es
0e20e3bf-3c75-4597-80f1-94a70e045442_801709188	zh
0e4ae416-c558-4741-9e4a-4988869bcd74_127246793	en
0e58a539-14c6-4e6e-a63d-bf0592c461b6_158710901	ru
0e68b417-e609-45f2-aa96-76df3a1f1293_450633391	zh
0e68b417-e609-45f2-aa96-76df3a1f1293_830147764	zh
0e728151-f68d-4e8a-ae91-60975a7dbe76_76565190	zh
0e970fa9-c28e-4166-8dbf-cfe22a04e1db_371699727	en
0ef787c3-99e3-4f9a-af29-5416c1cf8498_156609411	zh
0f2ea652-a65a-4cda-997f-2c8657276dd6_115682664	es
0f2ea652-a65a-4cda-997f-2c8657276dd6_578942141	es
0f387ff3-394a-42a4-8e20-5be6302be7f1_322479872	en
0f464d8b-4a62-45ff-8d46-a95d4bcc39ef_679359401	es
0f55ce69-818a-4827-b9db-4c9b0f8ed6fe_403736141	zh
0f5ac976-8fe1-4bf2-b9fb-a52fd2a5cffd_53803735	es
0f5bef6c-1e15-45c6-8980-2833a981e96a_847099306	es
0ff10ba5-cdd1-4a3b-8025-71f373f0d9f9_631442949	ru
100475a2-dc01-4572-b8f5-6f9e4a5012c9_800450166	zh
100475a2-dc01-4572-b8f5-6f9e4a5012c9_910181632	es
101e2fac-72cd-46d4-aba0-6a316a59e231_370124881	zh
1029322e-e289-45fc-b31e-8ee736166f4a_246613901	en
1029322e-e289-45fc-b31e-8ee736166f4a_352116578	es
1050560b-fd90-47d3-818b-513c9a0e96c8_166914822	es
1050560b-fd90-47d3-818b-513c9a0e96c8_652240451	es
105148a9-bd5d-4e64-87f9-7525fb39d21b_743517547	es
1053d58e-8e4f-4a35-a624-c2026d05b779_831281785	es
106d489a-9d96-43cd-878e-c5437198bc67_283103150	en
107ee6b8-f7de-4407-a03d-fd5b899ad5bd_194551395	es
108e3a67-50fe-44b2-bf1e-ac462c4b26eb_846224949	es
10a996a7-42e6-4ab3-8ec9-ce5c64a05e47_861010506	en
10c24271-1031-477a-91da-cc4898a94dbc_737153866	zh
10c46b3e-979f-4087-902a-9fd5575db8ce_420909523	ru
10c5881c-23fa-4bbb-84c5-e65bae3ca680_922009705	en
10c92252-c26e-48b2-a603-400f470a6a78_897370610	es
10ccd21a-43e3-4f4d-9870-621650cb8049_217581099	es
10e33051-6d14-4c9c-9b2a-fbb9215499ee_307100058	en
10ea7d6f-6357-452d-bdef-4020e04ca8fb_187819945	es
10eec593-61f0-46aa-b451-49fa221f3ba2_555187818	es
1102fa06-be11-4336-a274-d24aeaceae35_48969876	en
110e1b52-2e02-4355-9eeb-e1cc5a464100_488698840	es
111e3ec7-a3a8-4b10-8f5a-2419b77cb876_666079295	en
112b1140-a203-481f-8aca-c8500c701299_765033431	en
1130143f-e63f-4846-93b3-9b154789367d_683436470	en
1139a92e-09f2-4972-8ff3-8d731ad94c05_541547648	en
1146fd9a-a273-494b-a044-f8edfa8dce7d_55900983	zh
116a270f-4310-4af9-8f38-c793433ff96a_824502640	es
11743730-596c-4e6e-bfa5-51e5b2df1f7d_120162078	es
1177c8cd-95e6-4350-9236-8ed8682ddf57_86453707	zh
1189a974-ff34-41b7-9494-44d35ea464fa_934057621	es
119ac336-1791-49b1-a327-65f9b921075f_494059413	ru
119f80e4-f470-4197-ac2e-7132f8b86260_715362123	es
11a13ce1-55d1-48c1-aee2-cddf17ffc5ed_679645568	en
11b17efb-db4d-4752-8a91-5b76d4200932_418932561	es
11c3ff7f-ee55-4bbf-bbbc-29092a9111e7_724809466	en
11dc479c-e8c8-43fc-8dee-8b2407b1b0cb_604782330	es
11e1e1b2-7f46-4b5e-bd8a-d6d7fc607fd0_466904889	ru
1215d263-b085-4b67-be56-f1bab7794aec_696061129	en
1221137b-f62a-451d-9b55-95968c321ba9_725715848	zh
123d6ad8-0cec-4467-8988-e8f0198c816c_965841234	zh
124028d5-2d7d-421e-9145-9edc62d518f7_974951555	en
1240a670-880b-43a4-88bc-5e5f103bd6a1_254895628	es
1243b2ef-0235-4ad4-acfa-23ee80169a94_291999317	en
124fafb0-bd3f-4f0a-b997-3619978afff1_571425930	zh
125eba07-45c8-4f47-bdf6-0b29f368ab2a_1065511181	zh
125eba07-45c8-4f47-bdf6-0b29f368ab2a_724127181	zh
125fe24b-4acd-4f62-9416-5908a641d534_870643497	zh
126e4cfb-a2a8-424e-b895-9a5eb71313e2_1020191306	en
1274b42b-481e-4609-945c-85a7944cdfe2_912835032	es
127b1d56-76aa-4910-b306-5357b97c9d46_812576189	en
12a8646d-cea1-4e8c-8be1-b392bed64408_702096160	en
12ad41e4-ed11-4d90-995a-1cb4a86e7e2b_695114388	zh
12b19a75-9068-4e2e-8fc8-9b9f064ff79a_1020868025	en
12d0de1e-fb13-4052-8607-ee525f35406a_927558230	ru
1323365c-f9ed-43da-b1d9-be32db47e556_166946762	zh
1328209e-3cab-47a6-a739-9299d000e44c_537313064	es
1331918b-d998-4e85-a4e1-cdf960b28c53_747292019	zh
13642a00-83a9-4d1f-baa0-2416dcc6fd61_781861407	zh
137bf5e6-438d-4bd6-8984-7ca4f69c5649_242105734	en
1386537b-bf3d-4315-a007-8aa02221c0b3_541848607	en
13b470bc-75e2-4565-9c70-ef2a88609885_89799900	es
13b82c67-6c6c-45b6-84a0-f1c81ebf88a3_83324869	zh
13b98add-9f70-4376-9cea-bc8dd786e2c9_927296389	zh
13cc8626-579d-4f10-a95b-624aeb586bbb_555206036	es
13e1867d-4f1a-48d4-90ec-1008534d23fb_728171385	zh
13e2956e-7d2d-4fe4-93f2-b2bb07528303_528135030	zh
13e598c8-7fb3-4a25-bca2-283a0a076f14_171140896	en
13eefc31-e931-4a34-adcd-38756bf1e27a_988398867	en
13f05365-5529-4da5-9951-f0e9522f0844_317341164	zh
13fe7d63-0cbf-4cd8-a7d9-896f98d9b8a4_559751641	es
14037c8a-0150-467d-9f36-a9d058ddc162_1070693933	es
14183df7-2bf8-4c4a-a6a2-eee94ef35c43_10033027	en
14193eea-fdc7-4148-bbfe-1de87c1dd491_491815838	en
14262a48-23c6-4805-a3f8-3bac32956acc_566069023	zh
14351f92-e070-4c23-a2ce-f877266a1287_780772002	ru
145d4f95-6653-4567-b2d4-f8b824ddb3f7_350599794	en
1472bfa7-6bf1-4d07-b634-8fb7ed3c5f49_300418099	es
1477ff34-9ff4-4460-a87e-983ad1f764d8_87732500	en
147a9a55-ed1d-4db8-8c3d-da71f65b9d64_68062093	es
1481efdf-8258-47d4-b586-a4cb04ab1ee1_219534211	en
14868809-c020-402e-8bad-14e83b64ed31_543732549	zh
14b107c4-6172-46c1-90dc-06316cf2e3b6_97409656	es
14b74afe-0edf-4d91-91b5-8e43149bdfda_867116432	zh
14b74b2e-eb4c-4316-a13f-2b94ab1cae1a_182930787	zh
14b7b34a-d3b1-42bb-af13-a736be7ace4a_491081827	zh
14ecd660-30d8-4791-9446-5b362ae832f6_83205287	en
1504cfcb-2537-48e1-a051-95d51a5eb7ff_558493370	zh
150826a7-be6f-4ce6-9a4e-bcf5314416a6_479757264	en
152f3739-f293-4406-a26a-ba797f326d33_814830764	zh
15514409-6003-48b4-8823-23678355ae7c_101292833	en
1557c3ae-3c87-407e-8448-918967d7b629_410237931	en
1562da5e-a832-47bd-892e-9808ffba81f0_122329060	es
1563a382-42cc-4c1a-86fc-ebeda22cdb68_407856928	en
156d4571-8a24-419a-8c6c-eab22c534019_451451447	es
15933e67-5b7d-40da-b6d7-5ce770fcc6f5_417182049	zh
159ffd78-961d-4460-9ea7-568ed3db8ba5_533236114	zh
15c8fea9-c1c7-4816-91f9-e0b8ec8c6747_2225714	es
15d6c15b-67ba-486d-bc21-8dae0184a593_1044074098	zh
15e67150-d66c-4fb7-a0b6-c2c5b377e67c_344198620	ru
15e8540b-5ba4-4152-9f0a-a15471c6bcb8_890638172	es
15f3abc8-2055-430b-a9a2-660222c9dd5e_1016235482	en
161c44a8-9457-495c-8d63-bcfa1bbfd713_349290027	en
1629b01a-9350-447d-bc0f-da7d8573399b_802463785	zh
16360a9e-3863-4b7d-9bad-f42c562e4fb5_1065074270	zh
164488d6-78f9-4886-9a02-6e19731f47bc_230615140	ru
1659a870-cd0b-457d-bf41-d94a17e2e71f_376793514	en
166b50bf-1c9f-46cc-9cc7-c69a94f5f193_1019211697	ru
166b50bf-1c9f-46cc-9cc7-c69a94f5f193_253019347	es
167b961a-b4e9-4df4-a5d2-270c42fae302_397648700	es
168d6f07-7681-4598-8319-59d4359fb950_740473284	ru
1697a768-665d-49c9-8ac3-07c398174abe_1062073970	zh
16a1fc48-3754-402d-9378-79d4f5bb513e_102459925	ru
16a89333-0603-4dfd-b01b-db13a232be91_769099623	zh
16bff253-f821-4c36-ae1e-566843a4046b_1039104500	en
16cec7b5-d6d8-45f4-9da2-d3dd47a515dc_950527966	zh
16d1908b-e10a-4350-bd0f-43870f27f988_707376360	zh
16d9d8ce-54d8-46d6-8750-f51324d39ee9_968449010	zh
1709e518-cf7a-468e-8566-029537b77685_597665965	en
171538f8-76a5-40e7-be21-162696a2cba0_345051794	es
17181df8-7d2d-475e-8f5e-fb224314efb8_765669266	zh
17207af4-3c50-49a6-89e3-710710adaa99_355321756	en
1753092e-f754-4742-ba4d-e6d370aa6f82_577441038	es
175623ab-78f6-488c-be93-5f37cee2b1b4_1051002986	es
1761504e-b4e8-4e56-ab88-ea280d3a8623_917105430	zh
17623319-2c6b-44ed-975b-bedd8a67fd24_483118047	zh
177796d2-d568-4269-b644-fcece83022f2_154252903	ru
177796d2-d568-4269-b644-fcece83022f2_94846278	en
1779e5c6-bc4c-478f-a55c-6d4fd4495241_667881694	en
1786c690-fabd-4fa2-9c82-4e27bc8c39d0_1040399873	zh
1786c690-fabd-4fa2-9c82-4e27bc8c39d0_675858913	zh
17d7a2db-bd76-4cc2-ac19-a6d4839b3157_554345280	es
181692b4-63dd-4972-895e-83bd6714b295_674282302	zh
182b45ff-15f0-4118-b6e6-b11a3bae5eda_8807101	zh
186e622b-86ed-424c-bb9a-efef0ad532cf_360481549	ru
18765825-698d-46b3-b4b1-a7fb23465cd9_312069524	zh
1889678f-3ec4-41f6-b5e8-cb9ee4b2ee36_614547797	es
18945f4a-33cc-4db4-b221-eaa1d71b7161_522482024	es
18985fe5-938a-4ff6-a3c1-8cc3e05ccdd1_624363112	zh
18985fe5-938a-4ff6-a3c1-8cc3e05ccdd1_736258144	zh
18b129fb-1be0-4452-a2c2-bdac8b068533_224492393	ru
18e4d57a-d270-4497-8c8c-99286a729408_353548957	zh
18e60145-692a-43f8-94cc-94e440a02150_819450018	ru
18e60145-692a-43f8-94cc-94e440a02150_910032540	es
190a59ca-7f60-47f2-bc57-8648eb856dcb_453693223	ru
1911b61b-7fe0-4e00-8ffa-3622184807ba_179599258	zh
191df5fb-8415-4bf1-b822-7006090e0641_133535181	es
